,title,house_type,address,house_age,floor_space,price,per_price
762,市政愛悅中高樓層我最便宜,華廈,台中市西屯區市政愛悅B08棟9樓,0.0,27,1090,40.37
763,世界之心,華廈,台中市西屯區文心路三段,13.0,29,1098,37.86
764,市政愛悅稀有釋出,華廈,台中市西屯區市政愛悅B07棟5樓,0.0,23,1098,49.91
765,西屯水湳經貿二房平車,華廈,台中市西屯區福星北路,0.0,32,1133,36.55
766,東大萌兩房車位,華廈,台中市西屯區福順路,0.0,30,1158,39.93
767,夢寐以求樓中樓4房,華廈,台中市西屯區四川東街,31.0,29,1280,45.71
768,水湳商圈平房買地送屋,未提供,台中市西屯區中清西二街,51.0,17,1288,75.76
769,(預售)市政愛悅,華廈,台中市西屯區台灣大道３段,0.0,34,1350,39.71
770,七期市政愛悅三房平車,華廈,台中市西屯區台灣大道３段,0.0,37,1380,37.3
771,七期低總價百萬附車位,公寓,台中市西屯區朝馬七街,25.0,38,1380,36.32
772,市政文心捷運兩房平車,華廈,台中市西屯區文心路三段,13.0,38,1385,37.43
773,龍欣一弄七間套房,公寓,台中市西屯區福上巷龍欣一弄,33.0,44,1400,31.82
774,七期成功之門3房美宅,華廈,台中市西屯區政和路,23.0,34,1450,43.94
775,仰星殿高樓兩房平車,華廈,台中市西屯區,0.0,34,1458,44.18
776,親家河南道三房B1平車,華廈,台中市西屯區智惠街,0.0,39,1580,41.58
777,市政1號院2房機上,華廈,台中市西屯區市政路,0.0,28,1580,58.52
778,達麗J12,華廈,台中市西屯區福星北路,0.0,40,1600,40.0
779,七期傳奇全新景觀三房,華廈,台中市西屯區環中路三段,5.0,48,1650,35.11
780,寶慶21兩房車位,華廈,台中市西屯區寶慶街,6.0,33,1650,50.0
781,水湳市場經貿園區整棟透套,透天,台中市西屯區大鵬路,50.0,37,1680,46.67
782,七期小豪宅三房平車,華廈,台中市西屯區環中路三段,5.0,48,1680,35.74
783,仰星殿七期旁高樓兩房車位,華廈,台中市西屯區,0.0,24,1688,73.39
784,由鉅不二家4房平車,華廈,台中市西屯區大安街,28.0,53,1780,33.58
785,市政一號院A7朝南戶,華廈,台中市西屯區,0.0,33,1788,55.88
786,赫里翁傳奇,華廈,台中市西屯區環中路三段,5.0,45,1988,45.18
787,七期赫里翁傳奇裝潢戶,華廈,台中市西屯區,5.0,48,1988,42.3
788,西屯匯A3高樓三房平車視野,華廈,台中市西屯區櫻城一街,0.0,45,2180,49.55
789,西屯匯B3 角間三房平車,華廈,台中市西屯區櫻城一街,0.0,45,2280,51.82
790,西屯匯B6棟,華廈,台中市西屯區,0.0,52,2298,44.19
791,西屯匯B6 3樓角間三房平車,華廈,台中市西屯區櫻城一街,0.0,52,2398,46.12
792,市政1號院A2-24,華廈,台中市西屯區市政路,0.0,45,2436,55.36
793,市政1號院A2-22,華廈,台中市西屯區市政路,0.0,45,2488,56.55
794,市政1號院A2-27,華廈,台中市西屯區市政路,0.0,45,2499,56.8
795,市政依蝶高樓3房平車,華廈,台中市西屯區市政北一路,17.0,62,2698,43.52
